1	1	1172
1	1	1953
1	1	2105
2	2	10
2	2	17
2	2	39
2	2	47
2	2	50
2	2	110
2	2	150
2	2	153
2	2	222
2	2	253
2	2	261
2	2	265
2	2	266
2	2	273
2	2	296
2	2	314
2	2	349
2	2	350
2	2	454
2	2	468
2	2	480
2	2	500
2	2	508
2	2	509
2	2	515
2	2	527
2	2	537
2	2	551
2	2	585
2	2	589
2	2	590
2	2	592
2	2	661
2	2	720
3	3	110
3	3	247
3	3	267
3	3	296
3	3	318
3	3	356
3	3	527
3	3	588
3	3	592
3	3	593
3	3	736
3	3	778
3	3	866
3	3	1197
3	3	1210
3	3	1235
3	3	1378
3	3	1721
3	3	1884
3	3	2028
3	3	2318
3	3	2841
3	3	2858
3	3	2959
3	3	3510
3	3	3949
3	3	48783
3	3	50068
3	3	84236
4	4	10
4	4	34
4	4	112
4	4	141
4	4	153
4	4	260
4	4	289
4	4	296
4	4	349
4	4	356
4	4	357
4	4	364
4	4	367
4	4	434
4	4	440
4	4	442
4	4	464
4	4	480
4	4	541
4	4	588
4	4	589
4	4	594
4	4	596
4	4	610
4	4	616
4	4	858
4	4	903
4	4	910
4	4	913
4	4	919
4	4	1011
4	4	1016
4	4	1022
4	4	1028
4	4	1030
4	4	1031
4	4	1032
4	4	1033
4	4	1036
4	4	1073
4	4	1079
4	4	1089
4	4	1097
4	4	1125
4	4	1127
4	4	1136
4	4	1194
4	4	1196
4	4	1197
4	4	1198
4	4	1200
4	4	1206
4	4	1208
4	4	1210
4	4	1213
4	4	1214
4	4	1219
4	4	1220
4	4	1222
4	4	1225
4	4	1230
4	4	1240
4	4	1243
4	4	1257
4	4	1258
4	4	1259
4	4	1265
4	4	1270
4	4	1278
4	4	1282
4	4	1285
4	4	1288
4	4	1291
4	4	1298
4	4	1307
4	4	1332
4	4	1334
4	4	1344
4	4	1356
4	4	1371
4	4	1374
4	4	1380
4	4	1387
4	4	1388
4	4	1396
4	4	1580
4	4	1663
4	4	1674
4	4	1858
4	4	1917
4	4	1953
4	4	1954
4	4	1961
4	4	1968
4	4	1994
4	4	2000
4	4	2005
4	4	2014
4	4	2018
4	4	2020
4	4	2021
4	4	2033
4	4	2034
4	4	2046
4	4	2064
4	4	2078
4	4	2080
4	4	2081
4	4	2085
4	4	2086
4	4	2087
4	4	2091
4	4	2094
4	4	2096
4	4	2100
4	4	2102
4	4	2105
4	4	2109
4	4	2114
4	4	2115
4	4	2124
4	4	2140
4	4	2141
4	4	2143
4	4	2144
4	4	2161
4	4	2174
4	4	2194
4	4	2248
4	4	2268
4	4	2289
4	4	2348
4	4	2371
4	4	2403
4	4	2406
4	4	2409
4	4	2454
4	4	2467
4	4	2551
4	4	2628
4	4	2640
4	4	2683
4	4	2699
4	4	2716
4	4	2723
4	4	2734
4	4	2788
4	4	2791
4	4	2795
4	4	2797
4	4	2804
4	4	2872
4	4	2877
4	4	2916
4	4	2918
4	4	2968
4	4	2987
4	4	2991
4	4	3034
4	4	3039
4	4	3040
4	4	3060
4	4	3071
4	4	3101
4	4	3104
4	4	3108
4	4	3169
4	4	3210
4	4	3251
4	4	3255
4	4	3265
5	5	3
5	5	39
5	5	104
5	5	141
5	5	150
5	5	277
5	5	356
5	5	364
5	5	367
5	5	377
5	5	440
5	5	500
5	5	586
5	5	595
5	5	597
5	5	919
5	5	1022
5	5	1035
5	5	1247
5	5	1307
5	5	1380
5	5	1485
5	5	1682
5	5	1721
5	5	1777
5	5	1784
5	5	1923
5	5	1961
5	5	1968
5	5	2081
5	5	2273
5	5	2294
5	5	2424
5	5	2683
5	5	2694
5	5	2706
5	5	3408
5	5	3897
5	5	4014
5	5	4018
5	5	4025
5	5	4447
5	5	4995
5	5	5299
5	5	5349
5	5	5464
5	5	5679
5	5	5995
5	5	6373
5	5	6377
5	5	6502
5	5	6942
5	5	8376
5	5	8464
5	5	8636
5	5	8644
5	5	30707
5	5	30749
5	5	33166
5	5	33679
5	5	34162
5	5	35836
5	5	40819
5	5	41566
5	5	41569
5	5	48385
6	6	111
6	6	293
6	6	596
6	6	903
6	6	1204
6	6	1250
6	6	1259
6	6	1276
6	6	1285
6	6	2019
6	6	2072
6	6	2174
6	6	2529
6	6	2692
6	6	2761
6	6	3114
6	6	5952
6	6	7153
6	6	7361
6	6	8636
6	6	8874
7	7	34
7	7	40
7	7	110
7	7	112
7	7	141
7	7	151
7	7	260
7	7	318
7	7	380
7	7	480
7	7	534
7	7	541
7	7	551
7	7	588
7	7	590
7	7	594
7	7	671
7	7	720
7	7	745
7	7	924
7	7	1079
7	7	1080
7	7	1136
7	7	1148
7	7	1196
7	7	1198
7	7	1210
7	7	1220
7	7	1223
7	7	1225
7	7	1231
7	7	1240
7	7	1242
7	7	1275
7	7	1287
7	7	1288
7	7	1302
7	7	1374
7	7	1405
8	8	32
8	8	47
8	8	50
8	8	110
8	8	296
8	8	318
8	8	356
8	8	457
8	8	527
8	8	543
8	8	589
8	8	593
8	8	628
8	8	858
8	8	1197
8	8	1198
8	8	1210
8	8	1219
8	8	1225
8	8	1258
8	8	1259
8	8	1270
8	8	1291
8	8	1387
8	8	1500
8	8	1625
8	8	1674
8	8	1704
8	8	1777
8	8	1961
8	8	2028
8	8	2194
8	8	2302
8	8	2324
8	8	2329
8	8	2502
8	8	2571
8	8	2762
8	8	2791
8	8	2858
8	8	2918
8	8	2959
8	8	3147
8	8	3578
8	8	3948
8	8	3996
8	8	4011
8	8	4034
8	8	4226
8	8	4262
8	8	4963
8	8	4973
8	8	5064
8	8	5445
8	8	5464
